ScGl_data_id,Site,Year,Tag,Transect,X-coord(m),Y-coord(m),Degrees,Direction,Height(cm),Width(cm),Fl,Br,Minis,PhotoNumber,Comments,X_coord_old,Y_coord_old
10480,"Pyramid Rock",2015,56,1,0.43,33.55,,,2.5,5.3,n,n,,,,0,0
135,"Pyramid Rock",2008,58,1,0.61,37.9,,,,,n,n,,,"biggest in bunch right next (N) to tag 80",0,0
131,"Pyramid Rock",2009,58,1,0.61,37.9,,,2.95,2.6,n,n,,"20, 21",,0,0
132,"Pyramid Rock",2010,58,1,0.61,37.9,,,2.5,2.8,n,n,,2380,,0,0
133,"Pyramid Rock",2011,58,1,0.61,37.9,,,2.8,3.5,n,n,,,,0,0
134,"Pyramid Rock",2012,58,1,0.61,37.9,,,2.1,3.6,y,n,,,,0,0
6737,"Pyramid Rock",2013,58,1,0.61,37.9,,,3.2,4.8,y,n,,,,0,0
8556,"Pyramid Rock",2014,58,1,0.61,37.9,,,3.4,4.8,y,n,,,"touching tag #80",0,0
10499,"Pyramid Rock",2015,58,1,0.61,37.9,,,4,5.5,y,n,,,,0,0
1588,"Pyramid Rock",2009,58.01,1,0.61,37.9,,,1,0.5,n,n,,21,"further from tag; height from downhill side",0,0
1589,"Pyramid Rock",2010,58.01,1,0.61,37.9,,,0.9,0.7,n,n,,2381,,0,0
1590,"Pyramid Rock",2011,58.01,1,0.61,37.9,,,1.1,1,n,n,,,,0,0
1591,"Pyramid Rock",2012,58.01,1,0.61,37.9,,,1,1.4,n,n,,,,0,0
6738,"Pyramid Rock",2013,58.01,1,0.61,37.9,,,1.8,1.7,n,n,,,,0,0
8557,"Pyramid Rock",2014,58.01,1,0.61,37.9,,,1.7,2.5,n,n,,,,0,0
10500,"Pyramid Rock",2015,58.01,1,0.61,37.9,,,2.4,2.6,n,n,,,,0,0
5,"Pyramid Rock",2008,60,1,0.15,0.34,,,,,n,n,,,,0,0
1,"Pyramid Rock",2009,60,1,0.15,0.34,,,3.4,4.7,y,n,,49,,0,0
2,"Pyramid Rock",2010,60,1,0.15,0.34,,,2.6,4.9,y,n,,2482,,0,0
3,"Pyramid Rock",2011,60,1,0.15,0.34,,,3.8,5.5,y,n,,3216,,0,0
4,"Pyramid Rock",2012,60,1,0.15,0.34,,,2.4,6,y,n,,,,0,0
6679,"Pyramid Rock",2013,60,1,0.15,0.34,,,3,6.4,y,n,,,"stepped on, one tubricle",0,0
8498,"Pyramid Rock",2014,60,1,0.15,0.34,,,2.7,6.3,y,n,,,"looks great!",0,0
10429,"Pyramid Rock",2015,60,1,0.15,0.34,,,4.7,7.8,y,n,,,,0,0
100,"Pyramid Rock",2008,61,1,0.6,33.52,,,,,n,n,,,,0,0
96,"Pyramid Rock",2009,61,1,0.6,33.52,,,2.5,3.8,y,n,,28,,0,0
97,"Pyramid Rock",2010,61,1,0.6,33.52,,,2.6,4.2,y,n,,2407,,0,0
99,"Pyramid Rock",2011,61,1,0.6,33.52,,,2.2,5.4,y,n,,,,0,0
98,"Pyramid Rock",2012,61,1,0.6,33.52,,,2.5,5.2,y,n,,,,0,0
6720,"Pyramid Rock",2013,61,1,0.6,33.52,,,4.3,6.4,y,n,1,,,0,0
8537,"Pyramid Rock",2014,61,1,0.6,33.52,,,4.1,6.1,y,n,1,,"mini to S",0,0
10479,"Pyramid Rock",2015,61,1,0.6,33.52,,,4.9,7,y,n,,,,0,0
11260,"Pyramid Rock",2015,61.01,1,0.6,33.52,,,1,0.7,n,n,,,,0,0
110,"Pyramid Rock",2008,64,1,0.61,37.78,,,,,n,n,,,"3 finger like tiny ones in row; 64E, 54E, 66E, 84E, 80E, 58E - one cluster",0,0
108,"Pyramid Rock",2009,64,1,0.61,37.78,,,2.4,1.5,n,n,,22,"closest to furtherest N of tag (64 - 64.2)",0,0
106,"Pyramid Rock",2010,64,1,0.61,37.78,,,1.9,1.4,n,n,,2400,,0,0
109,"Pyramid Rock",2011,64,1,0.61,37.78,,,1.6,1.7,n,n,,,,0,0
107,"Pyramid Rock",2012,64,1,0.61,37.78,,,1.3,1.5,n,n,,,,0,0
6731,"Pyramid Rock",2013,64,1,0.61,37.78,,,2,2.1,n,n,,,,0,0
8548,"Pyramid Rock",2014,64,1,0.61,37.78,,,2.6,2.4,n,n,,,"touching tag #84",0,0
10490,"Pyramid Rock",2015,64,1,0.61,37.78,,,2.4,3,n,n,,,,0,0
1594,"Pyramid Rock",2009,64.01,1,0.61,37.78,,,1.7,1,n,n,,22,,0,0
1592,"Pyramid Rock",2010,64.01,1,0.61,37.78,,,1,0.6,n,n,,2400,,0,0
1593,"Pyramid Rock",2011,64.01,1,0.61,37.78,,,1.5,0.6,n,n,,,,0,0
1595,"Pyramid Rock",2012,64.01,1,0.61,37.78,,,,,n,n,,,dead,0,0
6732,"Pyramid Rock",2013,64.01,1,0.61,37.78,,,1.5,1.9,n,n,,,,0,0
8549,"Pyramid Rock",2014,64.01,1,0.61,37.78,,,2.3,1.8,n,n,,,,0,0
10491,"Pyramid Rock",2015,64.01,1,0.61,37.78,,,2.3,2.1,n,n,,,,0,0
1597,"Pyramid Rock",2009,64.02,1,0,37.78,,,2.4,1.4,n,n,,22,,0,0
1596,"Pyramid Rock",2010,64.02,1,0,37.78,,,1.7,1,n,n,,2400,,0,0
1598,"Pyramid Rock",2011,64.02,1,0,37.78,,,1.1,1.8,n,n,,,,0,0
1599,"Pyramid Rock",2012,64.02,1,0,37.78,,,1.6,2,n,n,,,,0,0
6717,"Pyramid Rock",2013,64.02,1,0,37.78,,,0,0,n,n,,,"tag gone",0,0
8534,"Pyramid Rock",2014,64.02,1,0,37.78,,,0,0,n,n,,,"not found",0,0
10492,"Pyramid Rock",2015,64.02,1,0,37.78,,,0,0,n,n,,,dead,0,0
10,"Pyramid Rock",2008,65,1,0.64,1.1,,,,,n,n,,,"2 small together",0,0
6,"Pyramid Rock",2009,65,1,0.64,1.1,,,2.5,2.7,n,n,,48,"real N",0,0
7,"Pyramid Rock",2010,65,1,0.64,1.1,,,1.6,3,n,n,,2481,,0,0
9,"Pyramid Rock",2011,65,1,0.64,1.1,,,1.8,4.2,y,n,,3217,,0,0
8,"Pyramid Rock",2012,65,1,0.64,1.1,,,1.3,3.7,y,n,,,,0,0
6680,"Pyramid Rock",2013,65,1,0.64,1.1,,,2.3,4,y,n,,,,0,0
8499,"Pyramid Rock",2014,65,1,0.64,1.1,,,1.7,5.2,y,n,,,,0,0
10430,"Pyramid Rock",2015,65,1,0.64,1.1,,,3.1,6.2,y,n,,,,0,0
1671,"Pyramid Rock",2009,65.01,1,0.64,1.1,,,2.1,2.5,n,n,,,,0,0
1670,"Pyramid Rock",2010,65.01,1,0.64,1.1,,,1.6,2.5,n,n,,2481,,0,0
1673,"Pyramid Rock",2011,65.01,1,0.64,1.1,,,1.5,3.4,y,n,,3217,,0,0
1672,"Pyramid Rock",2012,65.01,1,0.64,1.1,,,1.5,3.1,y,n,,,,0,0
6681,"Pyramid Rock",2013,65.01,1,0.64,1.1,,,2,3.5,n,n,,,,0,0
8500,"Pyramid Rock",2014,65.01,1,0.64,1.1,,,2.7,4.9,y,n,,,,0,0
10431,"Pyramid Rock",2015,65.01,1,0.64,1.1,,,2.9,6.2,y,n,,,,0,0
120,"Pyramid Rock",2008,66,1,0.74,37.87,,,,,n,n,,,"to tiny below a rock; 64E, 54E, 66E, 84E, 80E, 58E - one cluster",0,0
116,"Pyramid Rock",2009,66,1,0.74,37.87,,,1,0.5,n,n,,18,"tag N, closest to tag",0,0
117,"Pyramid Rock",2010,66,1,0.74,37.87,,,1.2,1.9,n,n,,2393,,0,0
118,"Pyramid Rock",2011,66,1,0.74,37.87,,,1.2,2.5,n,n,,,,0,0
119,"Pyramid Rock",2012,66,1,0.74,37.87,,,1,2.9,n,n,,,,0,0
6734,"Pyramid Rock",2013,66,1,0.74,37.87,,,1.6,3.9,n,n,,,,0,0
8553,"Pyramid Rock",2014,66,1,0.74,37.87,,,1.8,3.7,y,n,,,,0,0
10496,"Pyramid Rock",2015,66,1,0.74,37.87,,,1.8,4.4,n,n,,,,0,0
1587,"Pyramid Rock",2009,66.01,1,0.74,37.9,,,1,1.9,n,n,,18,further,0,0
1584,"Pyramid Rock",2010,66.01,1,0.74,37.9,,,1.2,0.8,n,n,,2393,,0,0
1585,"Pyramid Rock",2011,66.01,1,0.74,37.9,,,1,1,n,n,,,,0,0
1586,"Pyramid Rock",2012,66.01,1,0.74,37.9,,,0.6,1.1,n,n,,,,0,0
6739,"Pyramid Rock",2013,66.01,1,0.74,37.9,,,0.7,1.5,n,n,,,,0,0
8558,"Pyramid Rock",2014,66.01,1,0.74,37.9,,,1,1.8,n,n,,,,0,0
10501,"Pyramid Rock",2015,66.01,1,0.74,37.9,,,1.4,1.7,n,n,,,,0,0
1743,"Pyramid Rock",2010,66.02,1,0.74,37.9,,,0.6,0.55,n,n,,2394,"25 cm toward E from nail; next to 2 bigger ones that are out",0,0
1744,"Pyramid Rock",2011,66.02,1,0.74,37.9,,,0.5,0.6,n,n,,,New,0,0
1745,"Pyramid Rock",2012,66.02,1,0.74,37.9,,,,,n,n,,,dead,0,0
10502,"Pyramid Rock",2015,66.02,1,0.74,37.9,,,0,0,n,n,,,dead,0,0
55,"Pyramid Rock",2008,67,1,0.2,8.15,,,,,y,n,,,"in opuntia, big",0,0
52,"Pyramid Rock",2009,67,1,0.2,8.15,,,7.5,6.5,y,n,,37,,0,0
51,"Pyramid Rock",2010,67,1,0.2,8.15,,,1,1.5,n,n,,2449,"apparently not the original plant (judging by measurement history)",0,0
54,"Pyramid Rock",2011,67,1,0.2,8.15,,,6.4,8,y,y,,3214,"red on body of cactus",0,0
53,"Pyramid Rock",2012,67,1,0.2,8.15,,,4.2,6.7,y,n,6,,"6 mini",0,0
6707,"Pyramid Rock",2013,67,1,0.2,8.15,,,8.6,7.2,y,n,6,,,0,0
8522,"Pyramid Rock",2014,67,1,0.2,8.15,,,6.6,8,y,n,7,,"mini 1:00 and 3:00 touching plant, 9:00 (4)",0,0
10463,"Pyramid Rock",2015,67,1,0.2,8.15,,,7.5,7.8,y,n,4,,,0,0
1746,"Pyramid Rock",2010,67.01,1,0.2,8.15,,,1,0.7,n,n,,2450,"north of 67",0,0
1747,"Pyramid Rock",2011,67.01,1,0.2,8.15,,,1.6,2.2,n,n,,3215,,0,0
1748,"Pyramid Rock",2012,67.01,1,0.2,8.15,,,,,n,n,,,gone,0,0
6708,"Pyramid Rock",2013,67.01,1,0.2,8.15,,,2.2,2.2,n,n,,,,0,0
8523,"Pyramid Rock",2014,67.01,1,0.2,8.15,,,1.9,3.1,n,n,,,,0,0
10464,"Pyramid Rock",2015,67.01,1,0.2,8.15,,,0,0,n,n,,,dead,0,0
11264,"Pyramid Rock",2015,67.02,1,0.2,8.15,,,2.2,0.9,n,n,,,,0,0
11265,"Pyramid Rock",2015,67.03,1,0.2,8.15,,,1.5,0.8,n,n,,,,0,0
11266,"Pyramid Rock",2015,67.04,1,0.2,8.15,,,2,0.8,n,n,,,,0,0
9526,"Pyramid Rock",2014,71,1,0.76,14.95,,,1.5,2,n,n,,,,0,0
10468,"Pyramid Rock",2015,71,1,0.76,14.95,,,1.9,2.9,n,n,,,,0,0
45,"Pyramid Rock",2008,76,1,0.28,6.79,,,,,y,n,,,"1 big with 6 tiny directly E measure to large",0,0
43,"Pyramid Rock",2009,76,1,0.28,6.79,,,3.5,4.65,y,n,,39,,0,0
42,"Pyramid Rock",2010,76,1,0.28,6.79,,,3.6,4.6,y,n,,2454,,0,0
44,"Pyramid Rock",2011,76,1,0.28,6.79,,,3.1,5.2,y,n,,,,0,0
41,"Pyramid Rock",2012,76,1,0.28,6.79,,,1.8,4.5,n,n,2,,"+2 minis",0,0
6694,"Pyramid Rock",2013,76,1,0.28,6.79,,,3,3.2,n,n,1,,,0,0
8512,"Pyramid Rock",2014,76,1,0.28,6.79,,,2.9,3.5,n,n,1,,,0,0
10447,"Pyramid Rock",2015,76,1,0.28,6.79,,,2.9,3.1,n,n,,,,0,0
1750,"Pyramid Rock",2010,76.01,1,0.28,6.79,,,0.8,0.7,n,n,,2458,"Tag 76.10; 19 cm NE of tag",0,0
1749,"Pyramid Rock",2011,76.01,1,0.28,6.79,,,0.6,0.7,n,n,,,"location sketch on collection sheet",0,0
10448,"Pyramid Rock",2015,76.01,1,0.28,6.79,,,1.8,2.9,n,n,,,,0,0
1634,"Pyramid Rock",2009,76.02,1,0.28,6.79,,,1.56,1,n,n,,,"south of big (see map)",0,0
1632,"Pyramid Rock",2010,76.02,1,0.28,6.79,,,1.1,0.7,n,n,,2456,"NE of .1",0,0
1633,"Pyramid Rock",2011,76.02,1,0.28,6.79,,,1.1,0.7,n,n,,,,0,0
1631,"Pyramid Rock",2012,76.02,1,0.28,6.79,,,0.8,0.6,n,n,,,,0,0
6695,"Pyramid Rock",2013,76.02,1,0.28,6.79,,,1.3,2.2,n,n,,,,0,0
8513,"Pyramid Rock",2014,76.02,1,0.28,6.79,,,2.7,2.4,n,n,,,,0,0
10449,"Pyramid Rock",2015,76.02,1,0.28,6.79,,,2.6,3.7,n,n,,,,0,0
1638,"Pyramid Rock",2009,76.03,1,0.28,6.79,,,1.5,1,n,n,,,"south (see map)",0,0
1635,"Pyramid Rock",2010,76.03,1,0.28,6.79,,,0.7,0.7,n,n,,2454,"E of .2",0,0
1637,"Pyramid Rock",2011,76.03,1,0.28,6.79,,,1.1,0.9,n,n,,,,0,0
1636,"Pyramid Rock",2012,76.03,1,0.28,6.79,,,0.7,0.9,n,n,,,,0,0
6696,"Pyramid Rock",2013,76.03,1,0.28,6.79,,,1,1.4,n,n,,,,0,0
8514,"Pyramid Rock",2014,76.03,1,0.28,6.79,,,3.5,3.2,n,n,,,,0,0
10450,"Pyramid Rock",2015,76.03,1,0.28,6.79,,,0,0,n,n,,,dead,0,0
1641,"Pyramid Rock",2009,76.04,1,0.28,6.79,,,2.2,1.4,n,n,,,"south (see map)",0,0
1640,"Pyramid Rock",2010,76.04,1,0.28,6.79,,,1.5,1.3,n,n,,2454,"S of .1, .2, .3",0,0
1639,"Pyramid Rock",2011,76.04,1,0.28,6.79,,,0.8,0.7,n,n,,,,0,0
10451,"Pyramid Rock",2015,76.04,1,0.28,6.79,,,0,0,n,n,,,dead,0,0
1644,"Pyramid Rock",2009,76.05,1,0.28,6.79,,,2.2,1.9,n,n,,,"(see map)",0,0
1643,"Pyramid Rock",2010,76.05,1,0.28,6.79,,,1.6,1.6,n,n,,2454,"Clockwise below .4; NE of this group",0,0
1642,"Pyramid Rock",2011,76.05,1,0.28,6.79,,,1.6,0.7,n,n,,,,0,0
1645,"Pyramid Rock",2012,76.05,1,0.28,6.79,,,,,n,n,,,gone,0,0
10452,"Pyramid Rock",2015,76.05,1,0.28,6.79,,,0,0,n,n,,,dead,0,0
1648,"Pyramid Rock",2009,76.06,1,0.28,6.79,,,2.2,1.9,n,n,,,"(see map)",0,0
1647,"Pyramid Rock",2010,76.06,1,0.28,6.79,,,1.7,1.6,n,n,,2454,,0,0
1646,"Pyramid Rock",2011,76.06,1,0.28,6.79,,,0.8,0.9,n,n,,,,0,0
1649,"Pyramid Rock",2012,76.06,1,0.28,6.79,,,,,n,n,,,gone,0,0
10453,"Pyramid Rock",2015,76.06,1,0.28,6.79,,,0,0,n,n,,,dead,0,0
1650,"Pyramid Rock",2009,76.07,1,0.28,6.79,,,2.5,1.7,n,n,,,"(see map)",0,0
1651,"Pyramid Rock",2010,76.07,1,0.28,6.79,,,2.3,2.3,n,n,,2454,"Furthest S",0,0
1653,"Pyramid Rock",2011,76.07,1,0.28,6.79,,,2.9,2.8,n,n,,,,0,0
1652,"Pyramid Rock",2012,76.07,1,0.28,6.79,,,2.5,2.5,n,n,,,,0,0
6697,"Pyramid Rock",2013,76.07,1,0.28,6.79,,,2.1,2.8,n,n,,,,0,0
8515,"Pyramid Rock",2014,76.07,1,0.28,6.79,,,2.8,2.6,n,n,,,,0,0
10454,"Pyramid Rock",2015,76.07,1,0.28,6.79,,,3.3,3.7,y,n,,,,0,0
1657,"Pyramid Rock",2009,76.08,1,0,6.79,,,4.3,2.2,n,n,,,,0,0
1656,"Pyramid Rock",2010,76.08,1,0,6.79,,,3.5,2,n,n,,2454,,0,0
1654,"Pyramid Rock",2011,76.08,1,0,6.79,,,3,1.7,n,n,,,,0,0
1655,"Pyramid Rock",2012,76.08,1,0,6.79,,,1.6,1.8,n,n,,,,0,0
6683,"Pyramid Rock",2013,76.08,1,0,6.79,,,1.1,1.2,n,n,,,,0,0
10433,"Pyramid Rock",2015,76.08,1,0,6.79,,,0,0,n,n,,,dead,0,0
1660,"Pyramid Rock",2009,76.09,1,0.28,6.79,,,4.1,2.2,n,n,,,,0,0
1659,"Pyramid Rock",2010,76.09,1,0.28,6.79,,,3.5,2,n,n,,2454,"against main one",0,0
1658,"Pyramid Rock",2011,76.09,1,0.28,6.79,,,4.2,1.9,n,n,,,,0,0
1661,"Pyramid Rock",2012,76.09,1,0.28,6.79,,,1.9,2.4,n,n,,,,0,0
6698,"Pyramid Rock",2013,76.09,1,0.28,6.79,,,1.2,0.9,n,n,,,,0,0
8516,"Pyramid Rock",2014,76.09,1,0.28,6.79,,,1.3,1.1,n,n,,,,0,0
10455,"Pyramid Rock",2015,76.09,1,0.28,6.79,,,1.6,1.2,n,n,,,,0,0
1627,"Pyramid Rock",2009,76.1,1,0,6.76,,,1.5,1,n,n,,,"base E; (see map)",0,0
1628,"Pyramid Rock",2010,76.1,1,0,6.76,,,1.1,1.1,n,n,,2455,,0,0
1629,"Pyramid Rock",2011,76.1,1,0,6.76,,,3.5,2.2,n,n,,,,0,0
1630,"Pyramid Rock",2012,76.1,1,0,6.76,,,1.9,2.5,n,n,,,,0,0
6693,"Pyramid Rock",2013,76.1,1,0,6.76,,,2.2,2.8,n,n,,,,0,0
8511,"Pyramid Rock",2014,76.1,1,0,6.76,,,1.8,2.3,n,n,,,,0,0
10444,"Pyramid Rock",2015,76.1,1,0,6.76,,,2.9,3.2,n,n,,,,0,0
2334,"Pyramid Rock",2010,76.11,1,0.28,6.79,,,0.6,0.6,n,n,,2454,"directly at base of plant - new",0,0
2335,"Pyramid Rock",2011,76.11,1,0.28,6.79,,,2.9,2.2,n,n,,,,0,0
2336,"Pyramid Rock",2012,76.11,1,0.28,6.79,,,1,2.4,n,n,,,,0,0
6699,"Pyramid Rock",2013,76.11,1,0.28,6.79,,,1.2,1.3,n,n,,,,0,0
8517,"Pyramid Rock",2014,76.11,1,0.28,6.79,,,1.3,1.5,n,n,,,,0,0
10456,"Pyramid Rock",2015,76.11,1,0.28,6.79,,,1.3,1.7,n,n,,,,0,0
7606,"Pyramid Rock",2013,76.12,1,0.28,6.79,,,1.4,1.8,n,n,,,,0,0
8518,"Pyramid Rock",2014,76.12,1,0.28,6.79,,,0.8,1.9,y,n,,,,0,0
10457,"Pyramid Rock",2015,76.12,1,0.28,6.79,,,1.8,2.7,n,n,,,,0,0
9524,"Pyramid Rock",2014,76.13,1,0,6.76,,,1.4,1.7,n,n,,,,0,0
10445,"Pyramid Rock",2015,76.13,1,0,6.76,,,2,1.4,n,n,,,,0,0
9525,"Pyramid Rock",2014,76.14,1,0,6.76,,,1.1,1.6,n,n,,,,0,0
10446,"Pyramid Rock",2015,76.14,1,0,6.76,,,1.9,1.1,n,n,,,,0,0
11252,"Pyramid Rock",2015,76.15,1,0.28,6.79,,,1.7,0.8,n,n,,,,0,0
11258,"Pyramid Rock",2015,76.15,1,0.28,6.79,,,1.3,1.9,n,n,,,,0,0
11259,"Pyramid Rock",2015,76.16,1,0.28,6.79,,,1.1,1.9,n,n,,,,0,0
11253,"Pyramid Rock",2015,76.16,1,0.28,6.79,,,1.4,0.8,n,n,,,,0,0
140,"Pyramid Rock",2008,78,1,0.92,38.68,,,,,n,n,,,,0,0
136,"Pyramid Rock",2009,78,1,0.92,38.68,,,2.65,3.3,y,n,,15,"Peter's camera",0,0
137,"Pyramid Rock",2010,78,1,0.92,38.68,,,2.5,3.6,y,n,,2391,,0,0
138,"Pyramid Rock",2011,78,1,0.92,38.68,,,2.1,4.5,y,n,,,,0,0
139,"Pyramid Rock",2012,78,1,0.92,38.68,,,2.2,4.5,y,n,,,,0,0
6740,"Pyramid Rock",2013,78,1,0.92,38.68,,,3.1,5.3,y,n,,,,0,0
8559,"Pyramid Rock",2014,78,1,0.92,38.68,,,3.2,6.2,y,n,1,,"mini @ 5:00",0,0
10503,"Pyramid Rock",2015,78,1,0.92,38.68,,,4,6.3,y,n,,,,0,0
11248,"Pyramid Rock",2015,78.01,1,0.92,38.68,,,1.5,0.6,n,n,,,,0,0
130,"Pyramid Rock",2008,80,1,0.7,37.89,,,,,n,n,,,"tiny; 64E, 54E, 66E, 84E, 80E, 58E - one cluster",0,0
126,"Pyramid Rock",2009,80,1,0.7,37.89,,,2.15,1.4,n,n,,19,,0,0
128,"Pyramid Rock",2010,80,1,0.7,37.89,,,1.6,1.8,n,n,,2399,,0,0
127,"Pyramid Rock",2011,80,1,0.7,37.89,,,1.1,1.8,n,n,,,,0,0
129,"Pyramid Rock",2012,80,1,0.7,37.89,,,0.9,2,n,n,,,,0,0
6736,"Pyramid Rock",2013,80,1,0.7,37.89,,,1.6,3,n,n,,,,0,0
8555,"Pyramid Rock",2014,80,1,0.7,37.89,,,1.8,3.3,n,n,,,"closest to 58.01",0,0
10498,"Pyramid Rock",2015,80,1,0.7,37.89,,,2.3,3.6,n,n,,,,0,0
40,"Pyramid Rock",2008,82,1,0.04,4.42,,,,,n,n,,,"a bit yellow, may not be healthy",0,0
36,"Pyramid Rock",2009,82,1,0.04,4.42,,,5.9,4.95,y,n,,41,,0,0
37,"Pyramid Rock",2010,82,1,0.04,4.42,,,5.4,5.4,y,n,,2469,,0,0
38,"Pyramid Rock",2011,82,1,0.04,4.42,,,5.4,5.9,y,n,,,,0,0
39,"Pyramid Rock",2012,82,1,0.04,4.42,,,4.2,6.2,y,n,,,,0,0
6692,"Pyramid Rock",2013,82,1,0.04,4.42,,,5.3,6.7,y,n,,,,0,0
8510,"Pyramid Rock",2014,82,1,0.04,4.42,,,5,7.2,y,n,,,,0,0
10443,"Pyramid Rock",2015,82,1,0.04,4.42,,,7.1,7.2,y,n,16,,,0,0
20,"Pyramid Rock",2008,83,1,0.46,2.12,,,,,n,n,,,,0,0
16,"Pyramid Rock",2009,83,1,0.46,2.12,,,3,2.7,n,n,,46,,0,0
17,"Pyramid Rock",2010,83,1,0.46,2.12,,,2.1,3.2,n,n,,2477,,0,0
19,"Pyramid Rock",2011,83,1,0.46,2.12,,,2,4.5,y,n,,3218,,0,0
18,"Pyramid Rock",2012,83,1,0.46,2.12,,,2.1,4.2,y,n,,,,0,0
6684,"Pyramid Rock",2013,83,1,0.46,2.12,,,3.1,4.5,n,n,,,,0,0
8502,"Pyramid Rock",2014,83,1,0.46,2.12,,,2.3,5.7,y,n,,,,0,0
10434,"Pyramid Rock",2015,83,1,0.46,2.12,,,3.4,6.2,y,n,,,,0,0
125,"Pyramid Rock",2008,84,1,0.67,37.88,,,,,n,n,,,"tiny; 64E, 54E, 66E, 84E, 80E, 58E - one cluster",0,0
121,"Pyramid Rock",2009,84,1,0.67,37.88,,,2.3,1.4,n,n,,19,,0,0
124,"Pyramid Rock",2010,84,1,0.67,37.88,,,1.2,1.6,n,n,,2398,,0,0
122,"Pyramid Rock",2011,84,1,0.67,37.88,,,1,1.5,n,n,,,,0,0
123,"Pyramid Rock",2012,84,1,0.67,37.88,,,1.5,1.5,n,n,,,,0,0
6735,"Pyramid Rock",2013,84,1,0.67,37.88,,,1.7,1.8,n,n,,,,0,0
8554,"Pyramid Rock",2014,84,1,0.67,37.88,,,1.5,2,n,n,,,,0,0
10497,"Pyramid Rock",2015,84,1,0.67,37.88,,,1.4,2.2,n,n,,,,0,0
11250,"Pyramid Rock",2015,84.01,1,0.67,37.88,,,0.9,0.6,n,n,,,,0,0
1620,"Pyramid Rock",2009,86,1,0.05,12.6,,,,,n,n,,,"dead (remove tag 2010 MEDL)",0,0
1621,"Pyramid Rock",2010,86,1,0.05,12.6,,,,,n,n,,,dead,0,0
1622,"Pyramid Rock",2011,86,1,0.05,12.6,,,,,n,n,,,dead,0,0
7608,"Pyramid Rock",2013,86,1,0.18,12.6,,,0,0,n,n,,,"old tag no plant",0,0
10428,"Pyramid Rock",2015,86,1,0.05,12.6,,,0,0,n,n,,,dead,0,0
65,"Pyramid Rock",2008,87,1,0.18,15.72,,,,,n,n,,,small,0,0
61,"Pyramid Rock",2009,87,1,0.18,15.72,,,1.8,2.6,n,n,,34,,0,0
62,"Pyramid Rock",2010,87,1,0.18,15.72,,,1.8,2.6,n,n,,2431,,0,0
63,"Pyramid Rock",2011,87,1,0.18,15.72,,,2.7,3.2,n,n,,,,0,0
64,"Pyramid Rock",2012,87,1,0.18,15.72,,,1.1,3.4,n,n,,,,0,0
6711,"Pyramid Rock",2013,87,1,0.18,15.72,,,3.2,4.7,n,n,,,,0,0
8528,"Pyramid Rock",2014,87,1,0.18,15.72,,,2.3,5,y,n,,,,0,0
10470,"Pyramid Rock",2015,87,1,0.18,15.72,,,4.2,6.2,y,n,,,,0,0
60,"Pyramid Rock",2008,90,1,0.09,15.38,,,,,n,n,,,small,0,0
56,"Pyramid Rock",2009,90,1,0.09,15.38,,,2.8,2.85,n,n,,35,,0,0
57,"Pyramid Rock",2010,90,1,0.09,15.38,,,3.5,3.6,y,n,,2430,,0,0
58,"Pyramid Rock",2011,90,1,0.09,15.38,,,2.3,4.4,y,n,,,,0,0
59,"Pyramid Rock",2012,90,1,0.09,15.38,,,2,4.7,y,n,,,,0,0
6710,"Pyramid Rock",2013,90,1,0.09,15.38,,,4.3,6.4,y,n,,,,0,0
8527,"Pyramid Rock",2014,90,1,0.09,15.38,,,4.4,6.4,y,n,,,,0,0
10469,"Pyramid Rock",2015,90,1,0.09,15.38,,,5.4,6.9,y,n,27,,,0,0
50,"Pyramid Rock",2008,96,1,0.06,8,,,,,y,n,,,"1 big w/ little directly to E, many buds",0,0
46,"Pyramid Rock",2009,96,1,0.06,8,,,9.8,2.1,y,n,,38,,0,0
49,"Pyramid Rock",2010,96,1,0.06,8,,,7.9,7.5,y,n,,2451,,0,0
48,"Pyramid Rock",2011,96,1,0.06,8,,,9.5,7.3,y,n,,100321113,,0,0
47,"Pyramid Rock",2012,96,1,0.06,8,,,8,7.1,y,n,,,,0,0
6701,"Pyramid Rock",2013,96,1,0.06,8,,,6.5,7.6,y,n,,,"3.5 o'c measured",0,0
8520,"Pyramid Rock",2014,96,1,0.06,8,,,7.9,7.4,y,n,5,,,0,0
10459,"Pyramid Rock",2015,96,1,0.06,8,,,9.9,8.2,y,n,14,,,0,0
1624,"Pyramid Rock",2009,96.01,1,0.06,8,,,3.2,3.1,n,n,,38,"further from tag",0,0
1623,"Pyramid Rock",2010,96.01,1,0.06,8,,,2.5,3,n,n,,2451,,0,0
1625,"Pyramid Rock",2011,96.01,1,0.06,8,,,3.7,3.3,y,n,,100321113,,0,0
1626,"Pyramid Rock",2012,96.01,1,0.06,8,,,2.2,3.9,y,n,2,,,0,0
6702,"Pyramid Rock",2013,96.01,1,0.06,8,,,4.8,3.8,n,n,,,,0,0
8521,"Pyramid Rock",2014,96.01,1,0.06,8,,,4,4,y,n,,,,0,0
10460,"Pyramid Rock",2015,96.01,1,0.06,8,,,4.4,5.3,y,n,,,,0,0
2477,"Pyramid Rock",2011,96.02,1,0.06,8,,,0.4,0.2,n,n,,100321113,,0,0
2478,"Pyramid Rock",2012,96.02,1,0.06,8,,,,,n,n,,,"+ 2 minis, mini #1",0,0
