ScGl_data_id,Site,Year,Tag,Transect,X-coord(m),Y-coord(m),Degrees,Direction,Height(cm),Width(cm),Fl,Br,Minis,PhotoNumber,Comments,X_coord_old,Y_coord_old
10391,Powerline,2015,661,1,1.05,39.96,,,3.4,5.6,n,n,,5405,,0,0
340,Powerline,2008,697,1,1.2,12.25,,,,,y,n,,,"about 5cm out of area",0,0
337,Powerline,2009,697,1,1.2,12.25,,,4.8,4.6,n,n,,1404,,0,0
339,Powerline,2010,697,1,1.2,12.25,,,3.5,4.8,y,n,,"2226, 2227",,0,0
338,Powerline,2011,697,1,1.2,12.25,,,3,4.8,y,n,,3455,yellowing,0,0
336,Powerline,2012,697,1,1.2,12.25,,,2.9,4.3,y,n,,,green,0,0
6635,Powerline,2013,697,1,1.2,12.25,,,0,0,n,n,,,"divit, dead",0,0
8452,Powerline,2014,697,1,1.2,12.25,,,0,0,n,n,,,gone,0,0
10379,Powerline,2015,697,1,1.2,12.25,,,0,0,n,n,,,gone,0,0
1771,Powerline,2011,769,1,0.63,45.1,,,1.9,2.6,n,n,,3458,"CA .99 noted as location 5/3/11",0,0
1770,Powerline,2012,769,1,0.63,45.1,,,1.5,2.2,n,n,,,,0,0
6640,Powerline,2013,769,1,0.63,45.1,,,0,0,n,n,,,"no plant",0,0
8464,Powerline,2014,769,1,0.63,45.1,,,0,0,n,n,,,gone,0,0
10393,Powerline,2015,769,1,0.63,45.1,,,0,0,n,n,,,gone,0,0
7603,Powerline,2013,1190,1,0.59,24.9,,,2.6,4.4,y,n,,,,0,0
8455,Powerline,2014,1190,1,0.59,24.9,,,3.4,5.3,y,n,,,,0,0
10382,Powerline,2015,1190,1,0.59,24.9,,,3.2,5,y,n,,,,0,0
190,Powerline,2008,10,2,0.8,5.3,,,,,n,n,,,"tiny in opuntia",0,0
189,Powerline,2009,10,2,0.8,5.3,,,2.6,1.8,n,n,,71,,0,0
10396,Powerline,2015,10,2,0.8,5.3,,,0,0,n,n,,,"no tag",0,0
332,Powerline,2008,34,2,0.56,10.22,,,,,y,y,,,"3 flowers browsed",0,0
331,Powerline,2009,34,2,0.56,10.22,,,10.6,7.6,y,n,,"1408 &1409",,0,0
333,Powerline,2010,34,2,0.56,10.22,,,,,n,n,,,"no plant",0,0
334,Powerline,2011,34,2,0.56,10.22,,,,,n,n,,,"no plant",0,0
335,Powerline,2012,34,2,0.56,10.22,,,,,n,n,,,dead,0,0
6649,Powerline,2013,34,2,0.56,10.22,,,0,0,n,n,,,gone,0,0
8467,Powerline,2014,34,2,0.56,10.22,,,0,0,n,n,,,dead,0,0
10397,Powerline,2015,34,2,0.56,10.22,,,0,0,n,n,,,dead,0,0
346,Powerline,2008,36,2,0.4,18.11,,,,,y,n,,,"12 flowers; no damage",0,0
347,Powerline,2009,36,2,0.4,18.11,,,,,n,n,,1410,"no plant",0,0
348,Powerline,2010,36,2,0.4,18.11,,,,,n,n,,,"no plant",0,0
349,Powerline,2011,36,2,0.4,18.11,,,,,n,n,,,"no plant",0,0
350,Powerline,2012,36,2,0.4,18.11,,,,,n,n,,,"plant present but dead",0,0
6650,Powerline,2013,36,2,0.4,18.11,,,0,0,n,n,,,dead,0,0
8468,Powerline,2014,36,2,0.4,18.11,,,0,0,n,n,,,dead,0,0
10398,Powerline,2015,36,2,0.4,18.11,,,0,0,n,n,,,dead,0,0
357,Powerline,2008,38,2,0.5,20.48,,,,,n,n,,,"dead, just a few spines left",0,0
356,Powerline,2009,38,2,0.5,20.48,,,,,n,n,,,"no plant",0,0
358,Powerline,2010,38,2,0.5,20.48,,,,,n,n,,,"no plant",0,0
359,Powerline,2011,38,2,0.5,20.48,,,,,n,n,,,"no plant",0,0
360,Powerline,2012,38,2,0.5,20.48,,,,,n,n,,,dead,0,0
6651,Powerline,2013,38,2,0.5,20.48,,,0,0,n,n,,,gone,0,0
8469,Powerline,2014,38,2,0.5,20.48,,,0,0,n,n,,,dead,0,0
10399,Powerline,2015,38,2,0.5,20.48,,,0,0,n,n,,,dead,0,0
361,Powerline,2008,39,2,0.25,25.22,,,,,y,n,,,"clump of three healthy; 5 blossoms",0,0
362,Powerline,2009,39,2,0.25,25.22,,,,,n,n,,1413,"no plant",0,0
363,Powerline,2010,39,2,0.25,25.22,,,,,n,n,,,"no plant",0,0
364,Powerline,2011,39,2,0.25,25.22,,,,,n,n,,,"no plant",0,0
365,Powerline,2012,39,2,0.25,25.22,,,,,n,n,,,dead,0,0
6652,Powerline,2013,39,2,0.25,25.22,,,0,0,n,n,,,gone,0,0
8470,Powerline,2014,39,2,0.25,25.22,,,0,0,n,n,,,dead,0,0
10400,Powerline,2015,39,2,0.25,25.22,,,0,0,n,n,,,dead,0,0
366,Powerline,2008,40,2,0,25.75,,,,,y,y,,,"1 bud is chewed off 3 remain; 4 blossoms",0,0
367,Powerline,2009,40,2,0,25.75,,,,,n,n,,,"no data",0,0
368,Powerline,2010,40,2,0,25.75,,,,,n,n,,,"no plant",0,0
369,Powerline,2011,40,2,0,25.75,,,,,n,n,,,"no plant",0,0
370,Powerline,2012,40,2,0,25.75,,,,,n,n,,,dead,0,0
6654,Powerline,2013,40,2,0,25.75,,,0,0,n,n,,,gone,0,0
8472,Powerline,2014,40,2,0,25.75,,,0,0,n,n,,,dead,0,0
10402,Powerline,2015,40,2,0,25.75,,,0,0,n,n,,,dead,0,0
410,Powerline,2008,43,2,0.07,40.07,,,,,y,n,,,"healthy; 2 blossoms",0,0
406,Powerline,2009,43,2,0.07,40.07,,,3.6,4.6,n,n,,,,0,0
407,Powerline,2010,43,2,0.07,40.07,,,3.7,5,y,n,,"2213, 2214",,0,0
408,Powerline,2011,43,2,0.07,40.07,,,2.2,5.3,y,n,,3454,,0,0
409,Powerline,2012,43,2,0.07,40.07,,,2.4,5.6,y,n,,,,0,0
6658,Powerline,2013,43,2,0.07,40.07,,,5.1,7.2,y,n,,,,0,0
8477,Powerline,2014,43,2,0.07,40.07,,,6.4,8.1,y,n,,"592, 601",,0,0
10407,Powerline,2015,43,2,0.07,40.07,,,6.2,8.7,y,n,,5402-03,,0,0
421,Powerline,2008,44,2,0,41.5,,,,,y,n,,,"healthy; 3 blossoms",0,0
422,Powerline,2009,44,2,0,41.5,,,,,n,n,,,"no data",0,0
423,Powerline,2010,44,2,0,41.5,,,,,n,n,,,"no plant",0,0
424,Powerline,2011,44,2,0,41.5,,,,,n,n,,,"no plant",0,0
425,Powerline,2012,44,2,0,41.5,,,,,n,n,,,dead,0,0
6661,Powerline,2013,44,2,0,41.5,,,0,0,n,n,,,gone,0,0
8480,Powerline,2014,44,2,0,41.5,,,0,0,n,n,,,gone,0,0
10410,Powerline,2015,44,2,0,41.5,,,0,0,n,n,,,dead,0,0
427,Powerline,2008,45,2,0.26,42.27,,,,,y,n,,,"healthy; 4 blossoms",0,0
426,Powerline,2009,45,2,0.26,42.27,,,2.6,4.4,y,n,,1415,,0,0
428,Powerline,2010,45,2,0.26,42.27,,,,,n,n,,,dead,0,0
429,Powerline,2011,45,2,0.26,42.27,,,,,n,n,,,dead,0,0
430,Powerline,2012,45,2,0.26,42.27,,,,,n,n,,,dead,0,0
6662,Powerline,2013,45,2,0.26,42.27,,,0,0,n,n,,,gone,0,0
8481,Powerline,2014,45,2,0.26,42.27,,,0,0,n,n,,,gone,0,0
10411,Powerline,2015,45,2,0.26,42.27,,,0,0,n,n,,,dead,0,0
432,Powerline,2008,46,2,0.42,43.42,,,,,y,n,,,"5 blossoms; 3 are gone and one more chewed off - 1 good bud",0,0
431,Powerline,2009,46,2,0.42,43.42,,,4.8,5.5,y,n,,1416,,0,0
433,Powerline,2010,46,2,0.42,43.42,,,,,n,n,,,dead,0,0
434,Powerline,2011,46,2,0.42,43.42,,,,,n,n,,,dead,0,0
435,Powerline,2012,46,2,0.42,43.42,,,,,n,n,,,dead,0,0
6663,Powerline,2013,46,2,0.42,43.42,,,0,0,n,n,,,gone,0,0
8482,Powerline,2014,46,2,0.42,43.42,,,0,0,n,n,,,gone,0,0
10412,Powerline,2015,46,2,0.42,43.42,,,0,0,n,n,,,dead,0,0
437,Powerline,2008,47,2,0.34,43.77,,,,,y,n,,,"healthy; 1 blossom",0,0
436,Powerline,2009,47,2,0.34,43.77,,,3,4.8,y,n,,1417,,0,0
438,Powerline,2010,47,2,0.34,43.77,,,,,n,n,,,dead,0,0
439,Powerline,2011,47,2,0.34,43.77,,,,,n,n,,,dead,0,0
440,Powerline,2012,47,2,0.34,43.77,,,,,n,n,,,dead,0,0
6664,Powerline,2013,47,2,0.34,43.77,,,0,0,n,n,,,gone,0,0
8483,Powerline,2014,47,2,0.34,43.77,,,0,0,n,n,,,gone,0,0
10413,Powerline,2015,47,2,0.34,43.77,,,0,0,n,n,,,dead,0,0
442,Powerline,2008,48,2,0.33,43.81,,,,,y,n,,,"healthy; 2 blossoms",0,0
441,Powerline,2009,48,2,0.33,43.81,,,2.8,3.7,y,n,,1418,,0,0
443,Powerline,2010,48,2,0.33,43.81,,,,,n,n,,,dead,0,0
444,Powerline,2011,48,2,0.33,43.81,,,,,n,n,,,dead,0,0
445,Powerline,2012,48,2,0.33,43.81,,,,,n,n,,,dead,0,0
6665,Powerline,2013,48,2,0.33,43.81,,,0,0,n,n,,,gone,0,0
8484,Powerline,2014,48,2,0.33,43.81,,,0,0,n,n,,,gone,0,0
10414,Powerline,2015,48,2,0.33,43.81,,,0,0,n,n,,,dead,0,0
446,Powerline,2008,49,2,0.34,43.95,,,,,n,n,,,"not feeling well for any reason - dead",0,0
447,Powerline,2009,49,2,0.34,43.95,,,,,n,n,,"1420, 1421","no plant",0,0
448,Powerline,2010,49,2,0.34,43.95,,,,,n,n,,,"no plant",0,0
449,Powerline,2011,49,2,0.34,43.95,,,,,n,n,,,"no plant",0,0
450,Powerline,2012,49,2,0.34,43.95,,,,,n,n,,,dead,0,0
6666,Powerline,2013,49,2,0.34,43.95,,,0,0,n,n,,,gone,0,0
8485,Powerline,2014,49,2,0.34,43.95,,,0,0,n,n,,,gone,0,0
10415,Powerline,2015,49,2,0.34,43.95,,,0,0,n,n,,,dead,0,0
462,Powerline,2008,51,2,0.21,46,,,,,y,n,,,"healthy but showing age, tired",0,0
461,Powerline,2009,51,2,0.21,46,,,7.15,6.7,y,n,,1398,,0,0
463,Powerline,2010,51,2,0.21,46,,,,,n,n,,,dead,0,0
464,Powerline,2011,51,2,0.21,46,,,,,n,n,,,dead,0,0
465,Powerline,2012,51,2,0.21,46,,,,,n,n,,,dead,0,0
6669,Powerline,2013,51,2,0.21,46,,,0,0,n,n,,,gone,0,0
8488,Powerline,2014,51,2,0.21,46,,,0,0,n,n,,,gone,0,0
10418,Powerline,2015,51,2,0.21,46,,,0,0,n,n,,,dead,0,0
467,Powerline,2008,52,2,0.36,46.78,,,,,y,n,,,healthy,0,0
466,Powerline,2009,52,2,0.36,46.78,,,6.4,6.2,y,n,,1397,,0,0
468,Powerline,2010,52,2,0.36,46.78,,,,,n,n,,,dead,0,0
469,Powerline,2011,52,2,0.36,46.78,,,,,n,n,,,dead,0,0
470,Powerline,2012,52,2,0.36,46.78,,,,,n,n,,,dead,0,0
6671,Powerline,2013,52,2,0.36,46.78,,,0,0,n,n,,,gone,0,0
8490,Powerline,2014,52,2,0.36,46.78,,,0,0,n,n,,,gone,0,0
10420,Powerline,2015,52,2,0.36,46.78,,,0,0,n,n,,,dead,0,0
477,Powerline,2008,54,2,0.37,46.82,,,,,y,n,,,healthy,0,0
476,Powerline,2009,54,2,0.37,46.82,,,4.2,4.3,y,n,,1396,"S; #52 & #54 - closely clumped, this the lower one",0,0
478,Powerline,2010,54,2,0.37,46.82,,,,,n,n,,,dead,0,0
479,Powerline,2011,54,2,0.37,46.82,,,,,n,n,,,dead,0,0
480,Powerline,2012,54,2,0.37,46.82,,,,,n,n,,,dead,0,0
6672,Powerline,2013,54,2,0.37,46.82,,,0,0,n,n,,,gone,0,0
8491,Powerline,2014,54,2,0.37,46.82,,,0,0,n,n,,,gone,0,0
10421,Powerline,2015,54,2,0.37,46.82,,,0,0,n,n,,,dead,0,0
487,Powerline,2008,55,2,0.29,48.47,,,,,y,n,,,healthy,0,0
486,Powerline,2009,55,2,0.29,48.47,,,3.8,4.75,y,n,,1394,S,0,0
488,Powerline,2010,55,2,0.29,48.47,,,,,n,n,,,dead,0,0
489,Powerline,2011,55,2,0.29,48.47,,,,,n,n,,,dead,0,0
490,Powerline,2012,55,2,0.29,48.47,,,,,n,n,,,dead,0,0
6674,Powerline,2013,55,2,0.29,48.47,,,0,0,n,n,,,gone,0,0
8493,Powerline,2014,55,2,0.29,48.47,,,0,0,n,n,,,gone,0,0
10423,Powerline,2015,55,2,0.29,48.47,,,0,0,n,n,,,dead,0,0
492,Powerline,2008,56,2,0.55,48.55,,,,,y,n,,,healthy,0,0
491,Powerline,2009,56,2,0.55,48.55,,,8.3,6.4,y,n,,1393,S,0,0
493,Powerline,2010,56,2,0.55,48.55,,,,,n,n,,,dead,0,0
494,Powerline,2011,56,2,0.55,48.55,,,,,n,n,,,dead,0,0
495,Powerline,2012,56,2,0.55,48.55,,,,,n,n,,,dead,0,0
6675,Powerline,2013,56,2,0.55,48.55,,,0,0,n,n,,,"not found",0,0
8494,Powerline,2014,56,2,0.55,48.55,,,0,0,n,n,,,gone,0,0
10424,Powerline,2015,56,2,0.55,48.55,,,0,0,n,n,,,dead,0,0
498,Powerline,2008,57,2,0,48.7,,,,,y,n,,,"reasonably healthy",0,0
496,Powerline,2009,57,2,0,48.7,,,3.8,4.5,y,n,,1392,S,0,0
497,Powerline,2010,57,2,0,48.7,,,3.7,4.9,y,n,,2211,,0,0
499,Powerline,2011,57,2,0,48.7,,,,,n,n,,,gone,0,0
500,Powerline,2012,57,2,0,48.7,,,,,n,n,,,dead,0,0
6676,Powerline,2013,57,2,0,48.7,,,0,0,n,n,,,"not found",0,0
8495,Powerline,2014,57,2,0,48.7,,,0,0,n,n,,,gone,0,0
10425,Powerline,2015,57,2,0,48.7,,,0,0,n,n,,,dead,0,0
502,Powerline,2008,58,2,0.07,48.84,,,,,y,n,,,healthy,0,0
501,Powerline,2009,58,2,0.07,48.84,,,5.7,6.25,n,n,,1391,"s; dry floral material from last year",0,0
503,Powerline,2010,58,2,0.07,48.84,,,,,n,n,,,dead,0,0
504,Powerline,2011,58,2,0.07,48.84,,,,,n,n,,,dead,0,0
505,Powerline,2012,58,2,0.07,48.84,,,,,n,n,,,dead,0,0
6677,Powerline,2013,58,2,0.07,48.84,,,0,0,n,n,,,"not found",0,0
8496,Powerline,2014,58,2,0.07,48.84,,,0,0,n,n,,,gone,0,0
10426,Powerline,2015,58,2,0.07,48.84,,,0,0,n,n,,,dead,0,0
11247,Powerline,2015,58.01,2,0.07,48.84,,,1.7,1.8,n,n,,,,0,0
507,Powerline,2008,59,2,0.09,49.43,,,,,y,n,,,healthy,0,0
506,Powerline,2009,59,2,0.09,49.43,,,5.9,6.8,y,n,,1389,s,0,0
508,Powerline,2010,59,2,0.09,49.43,,,,,n,n,,,dead,0,0
509,Powerline,2011,59,2,0.09,49.43,,,,,n,n,,,"dead or not found?",0,0
510,Powerline,2012,59,2,0.09,49.43,,,,,n,n,,,dead,0,0
6678,Powerline,2013,59,2,0.09,49.43,,,1.1,0.9,n,n,,,"possibly new",0,0
8497,Powerline,2014,59,2,0.09,49.43,,,1.7,1.7,n,n,,591,"under ephedra",0,0
10427,Powerline,2015,59,2,0.09,49.43,,,2.1,2.2,n,n,,,,0,0
378,Powerline,2008,63,2,0.23,31.85,,,,,y,n,,,"2 blossoms",0,0
376,Powerline,2009,63,2,0.23,31.85,,,3.9,4.2,n,n,,1414,,0,0
377,Powerline,2010,63,2,0.23,31.85,,,4.1,5.2,y,n,,"2219, 2220",,0,0
379,Powerline,2011,63,2,0.23,31.85,,,,,n,n,,,gone,0,0
380,Powerline,2012,63,2,0.23,31.85,,,,,n,n,,,dead,0,0
6656,Powerline,2013,63,2,0.23,31.85,,,0,0,n,n,,,gone,0,0
8475,Powerline,2014,63,2,0.23,31.85,,,0,0,n,n,,,dead,0,0
10405,Powerline,2015,63,2,0.23,31.85,,,0,0,n,n,,,dead,0,0
383,Powerline,2008,63.01,2,0,31.87,,,,,n,n,,,"new baby!",0,0
382,Powerline,2009,63.01,2,0,31.87,,,,,n,n,,,"no data",0,0
381,Powerline,2010,63.01,2,0,31.87,,,3.3,2.4,n,n,,2221,,0,0
384,Powerline,2011,63.01,2,0,31.87,,,,,n,n,,,gone,0,0
385,Powerline,2012,63.01,2,0,31.87,,,,,n,n,,,dead,0,0
6657,Powerline,2013,63.01,2,0,31.87,,,0,0,n,n,,,gone,0,0
8476,Powerline,2014,63.01,2,0,31.87,,,0,0,n,n,,,dead,0,0
10406,Powerline,2015,63.01,2,0,31.87,,,0,0,n,n,,,dead,0,0
485,Powerline,2008,84,2,0.93,46.93,,,,,n,n,,,"young healthy",0,0
481,Powerline,2009,84,2,0.93,46.93,,,2.7,3.2,n,n,,1395,s,0,0
483,Powerline,2010,84,2,0.93,46.93,,,3.5,3.9,y,n,,2212,,0,0
484,Powerline,2011,84,2,0.93,46.93,,,2.2,4.3,y,n,,3449,,0,0
482,Powerline,2012,84,2,0.93,46.93,,,2,3.9,y,n,,,,0,0
6673,Powerline,2013,84,2,0.93,46.93,,,0,0,n,n,,,gone,0,0
8492,Powerline,2014,84,2,0.93,46.93,,,0,0,n,n,,,gone,0,0
10422,Powerline,2015,84,2,0.93,46.93,,,0,0,n,n,,,dead,0,0
457,Powerline,2008,96,2,0.96,44.23,,,,,y,n,,,"2 blossoms; slightly out of area some damage, baby just south trampled",0,0
456,Powerline,2009,96,2,0.96,44.23,,,4.9,4.9,y,n,,1422,,0,0
458,Powerline,2010,96,2,0.96,44.23,,,,,n,n,,,dead,0,0
459,Powerline,2011,96,2,0.96,44.23,,,,,n,n,,,dead,0,0
460,Powerline,2012,96,2,0.96,44.23,,,,,n,n,,,dead,0,0
6667,Powerline,2013,96,2,0.96,44.23,,,0,0,n,n,,,gone,0,0
8486,Powerline,2014,96,2,0.96,44.23,,,0,0,n,n,,,gone,0,0
10416,Powerline,2015,96,2,0.96,44.23,,,0,0,n,n,,,dead,0,0
416,Powerline,2008,192,2,0.6,40.6,,,,,y,n,,,"damaged, slightly uprooted; 3 blossoms",0,0
417,Powerline,2009,192,2,0.6,40.6,,,,,n,n,,,"no plant",0,0
418,Powerline,2010,192,2,0.6,40.6,,,,,n,n,,,"no plant",0,0
419,Powerline,2011,192,2,0.6,40.6,,,,,n,n,,,"no plant",0,0
420,Powerline,2012,192,2,0.6,40.6,,,,,n,n,,,dead,0,0
6659,Powerline,2013,192,2,0.6,40.6,,,0,0,n,n,,,gone,0,0
8478,Powerline,2014,192,2,0.6,40.6,,,0,0,n,n,,,gone,0,0
10408,Powerline,2015,192,2,0.6,40.6,,,0,0,n,n,,,dead,0,0
1740,Powerline,2010,197,2,0.9,41.4,,,3.5,2.3,n,n,,2228,,0,0
1741,Powerline,2011,197,2,0.9,41.4,,,2,3,y,n,,3453,,0,0
1742,Powerline,2012,197,2,0.9,41.4,,,1,3.1,y,n,,,,0,0
6660,Powerline,2013,197,2,0.9,41.4,,,0,0,n,n,,,gone,0,0
8479,Powerline,2014,197,2,0.9,41.4,,,0,0,n,n,,,gone,0,0
10409,Powerline,2015,197,2,0.9,41.4,,,0,0,n,n,,,dead,0,0
11245,Powerline,2015,460,2,0.7,41.5,,,3.2,2,n,n,,,,0,0
11246,Powerline,2015,460.01,2,0.7,41.5,,,2.5,1.9,n,n,,,,0,0
452,Powerline,2008,664,2,0.07,44.4,,,,,y,n,,,"2 blossoms; tag just to the west because of rock; healthy",0,0
451,Powerline,2009,664,2,0.07,44.4,,,4,4.7,y,n,,1419,,0,0
453,Powerline,2010,664,2,0.07,44.4,,,,,n,n,,,dead,0,0
454,Powerline,2011,664,2,0.07,44.4,,,,,n,n,,,dead,0,0
455,Powerline,2012,664,2,0.07,44.4,,,,,n,n,,,dead,0,0
6668,Powerline,2013,664,2,0.07,44.4,,,0,0,n,n,,,gone,0,0
8487,Powerline,2014,664,2,0.07,44.4,,,0,0,n,n,,,gone,0,0
10417,Powerline,2015,664,2,0.07,44.4,,,0,0,n,n,,,dead,0,0
371,Powerline,2008,687,2,0.86,31.1,,,,,y,n,,,"2 blossoms; there is one more about 3cm out from this one",0,0
372,Powerline,2009,687,2,0.86,31.1,,,,,n,n,,,"no plant",0,0
373,Powerline,2010,687,2,0.86,31.1,,,,,n,n,,,"no plant",0,0
374,Powerline,2011,687,2,0.86,31.1,,,,,n,n,,,"no plant",0,0
375,Powerline,2012,687,2,0.86,31.1,,,,,n,n,,,dead,0,0
6655,Powerline,2013,687,2,0.86,31.1,,,0,0,n,n,,,gone,0,0
8474,Powerline,2014,687,2,0.86,31.1,,,0,0,n,n,,,dead,0,0
10404,Powerline,2015,687,2,0.86,31.1,,,0,0,n,n,,,dead,0,0
2442,Powerline,2011,723,2,0.15,25.5,,,1.1,1.8,n,n,,3456,,0,0
2443,Powerline,2012,723,2,0.15,25.5,,,1.5,2.3,n,n,,,,0,0
6653,Powerline,2013,723,2,0.15,25.5,,,0,0,n,n,,,gone,0,0
8471,Powerline,2014,723,2,0.15,25.5,,,0,0,n,n,,,dead,0,0
10401,Powerline,2015,723,2,0.15,25.5,,,0,0,n,n,,,dead,0,0
2326,Powerline,2011,767,2,0.78,46.5,,,3,1.7,n,n,,3450,,0,0
2327,Powerline,2012,767,2,0.78,46.5,,,,,n,n,,,"couldn’t find",0,0
6670,Powerline,2013,767,2,0.78,46.5,,,0,0,n,n,,,gone,0,0
8489,Powerline,2014,767,2,0.78,46.5,,,0,0,n,n,,,gone,0,0
10419,Powerline,2015,767,2,0.78,46.5,,,0,0,n,n,,,dead,0,0
7604,Powerline,2013,1181,2,0.09,26.9,,,3.1,4,n,n,,,"got stepped on",0,0
8473,Powerline,2014,1181,2,0.09,26.9,,,2.5,3.3,y,n,,,,0,0
10403,Powerline,2015,1181,2,0.09,26.9,,,1.8,3.6,y,n,,5399,,0,0
9523,"Pyramid Rock",2014,4,1,0.07,2.85,,,2.2,2.3,n,n,,663,,0,0
10437,"Pyramid Rock",2015,4,1,0.07,2.85,,,2,3.2,y,n,,,,0,0
85,"Pyramid Rock",2008,43,1,0.68,25.44,,,,,n,n,,,"in opuntia, medium size",0,0
83,"Pyramid Rock",2009,43,1,0.68,25.44,,,4.1,4.6,y,n,,30,,0,0
84,"Pyramid Rock",2010,43,1,0.68,25.44,,,3.1,4.7,y,n,,2415,,0,0
82,"Pyramid Rock",2011,43,1,0.68,25.44,,,3.1,4.4,y,n,,,,0,0
81,"Pyramid Rock",2012,43,1,0.68,25.44,,,2.8,4.3,y,n,,,,0,0
6716,"Pyramid Rock",2013,43,1,0.68,25.44,,,5.3,5.4,y,n,1,,,0,0
8533,"Pyramid Rock",2014,43,1,0.68,25.44,,,5,5.8,y,n,3,,"minis to E",0,0
10475,"Pyramid Rock",2015,43,1,0.68,25.44,,,5.2,5.9,y,n,5,,,0,0
75,"Pyramid Rock",2008,48,1,0.1,19.52,,,,,y,n,,,"cactus wedged between 2 rocks, tag on opposite side of 49",0,0
72,"Pyramid Rock",2009,48,1,0.1,19.52,,,2,1.8,n,n,,33,,0,0
71,"Pyramid Rock",2010,48,1,0.1,19.52,,,1.9,1.8,n,n,,2426,,0,0
73,"Pyramid Rock",2011,48,1,0.1,19.52,,,1.6,2.2,n,n,,,,0,0
74,"Pyramid Rock",2012,48,1,0.1,19.52,,,1.5,2.8,n,n,,,,0,0
6713,"Pyramid Rock",2013,48,1,0.1,19.52,,,3.8,6.5,y,n,,,,0,0
8530,"Pyramid Rock",2014,48,1,0.1,19.52,,,4.2,6.1,y,n,1,,"mini 11:00",0,0
10472,"Pyramid Rock",2015,48,1,0.1,19.52,,,3.5,5.5,y,n,,,,0,0
70,"Pyramid Rock",2008,49,1,0.01,19.51,,,,,n,n,,,"tiny, tag right next to it",0,0
69,"Pyramid Rock",2009,49,1,0.01,19.51,,,4.55,5.8,y,n,,32,,0,0
67,"Pyramid Rock",2010,49,1,0.01,19.51,,,3.1,5.6,y,n,,2425,,0,0
68,"Pyramid Rock",2011,49,1,0.01,19.51,,,3.3,5.6,y,n,,,,0,0
66,"Pyramid Rock",2012,49,1,0.01,19.51,,,2,5.2,y,n,,,,0,0
6712,"Pyramid Rock",2013,49,1,0.01,19.51,,,2.9,4.2,n,n,,,,0,0
8529,"Pyramid Rock",2014,49,1,0.01,19.51,,,2.7,4,y,n,,,,0,0
10471,"Pyramid Rock",2015,49,1,0.01,19.51,,,4.7,7,y,n,2,,,0,0
90,"Pyramid Rock",2008,50,1,0.43,33.52,,,,,n,n,,,,0,0
86,"Pyramid Rock",2009,50,1,0.43,33.52,,,3.4,3.3,y,n,,29,"downhill is a dropoff",0,0
87,"Pyramid Rock",2010,50,1,0.43,33.52,,,2.7,3.7,y,n,,2409,,0,0
89,"Pyramid Rock",2011,50,1,0.43,33.52,,,2.2,4.9,y,n,,,,0,0
88,"Pyramid Rock",2012,50,1,0.43,33.52,,,1.5,4.5,y,n,,,,0,0
6719,"Pyramid Rock",2013,50,1,0.43,33.52,,,4,6.2,y,n,1,,,0,0
8536,"Pyramid Rock",2014,50,1,0.43,33.52,,,4.3,6,y,n,,,,0,0
10478,"Pyramid Rock",2015,50,1,0.43,33.52,,,3.8,6.8,y,n,,,,0,0
13,"Pyramid Rock",2008,53,1,0.65,1.45,,,,,n,n,,,"2 very tiny growing within on old dead one",0,0
14,"Pyramid Rock",2009,53,1,0.65,1.45,,,,,n,n,,47,dead,0,0
15,"Pyramid Rock",2010,53,1,0.65,1.45,,,,,n,n,,,dead,0,0
12,"Pyramid Rock",2011,53,1,0.65,1.45,,,1,1.3,n,n,,3218,53.1,0,0
11,"Pyramid Rock",2012,53,1,0.65,1.45,,,0.8,1.2,n,n,,,,0,0
6682,"Pyramid Rock",2013,53,1,0.65,1.45,,,1,1.2,n,n,,,,0,0
8501,"Pyramid Rock",2014,53,1,0.65,1.45,,,1.6,1.9,n,n,,,,0,0
10432,"Pyramid Rock",2015,53,1,0.65,1.45,,,1.6,2.8,n,n,,,,0,0
115,"Pyramid Rock",2008,54,1,0.7,37.78,,,,,n,n,,,"small at base of rock; 64E, 54E, 66E, 84E, 80E, 58E - one cluster",0,0
111,"Pyramid Rock",2009,54,1,0.7,37.78,,,2,2.4,n,n,,17,,0,0
112,"Pyramid Rock",2010,54,1,0.7,37.78,,,1.9,2.9,n,n,,2392,,0,0
114,"Pyramid Rock",2011,54,1,0.7,37.78,,,1.9,3.4,n,n,,,,0,0
113,"Pyramid Rock",2012,54,1,0.7,37.78,,,1,3.1,y,n,,,,0,0
6730,"Pyramid Rock",2013,54,1,0.7,37.78,,,2.7,4.2,n,n,,,,0,0
8547,"Pyramid Rock",2014,54,1,0.7,37.78,,,3,5,y,n,,,"touching tag #66",0,0
10489,"Pyramid Rock",2015,54,1,0.7,37.78,,,2.7,5.5,y,n,,,,0,0
95,"Pyramid Rock",2008,56,1,0.43,33.55,,,,,n,n,,,,0,0
91,"Pyramid Rock",2009,56,1,0.43,33.55,,,2.2,2.35,n,n,,29,,0,0
93,"Pyramid Rock",2010,56,1,0.43,33.55,,,24,3,n,n,,2408,,0,0
92,"Pyramid Rock",2011,56,1,0.43,33.55,,,2.1,3,y,n,,,,0,0
94,"Pyramid Rock",2012,56,1,0.43,33.55,,,0.9,3.1,y,n,,,,0,0
6721,"Pyramid Rock",2013,56,1,0.43,33.55,,,2.5,4.7,y,n,,,,0,0
8538,"Pyramid Rock",2014,56,1,0.43,33.55,,,2.8,5.1,y,n,,,,0,0
